sku,url_key,attribute_set_code,product_type,product_websites,product_online,categories,vendor,visibility,name,description,producttype,screen,screen_resolution,cpu,ram,memory,vga,os,weightkg,price,base_image,small_image,thumbnail_image,additional_image,accessories,qty,max_cart_qty,pin
ideapad 120s-14iap-4gb-64gb flash storage,ideapad 120s-14iap-4gb-64gb flash storage,Laptop,simple,base,Yes,Laptop/Lenovo,Lenovo,"Catalog, Search",IdeaPad 120S-14IAP,Một sản phẩm phù hợp với các bạn sinh viên.,Notebook,14,1366x768,Intel Celeron Dual Core N3350 1.1GHz,4GB,64GB Flash Storage,Intel HD Graphics 500,Windows 10,1.44kg,6917394,https://fptshop.com.vn/Uploads/images/2015/Tin-Tuc/QuanLNH2/lenovo-laptop-thinkpad-x1-carbon-gen-8-5.jpg,https://fptshop.com.vn/Uploads/images/2015/Tin-Tuc/QuanLNH2/lenovo-laptop-thinkpad-x1-carbon-gen-8-5.jpg,https://fptshop.com.vn/Uploads/images/2015/Tin-Tuc/QuanLNH2/lenovo-laptop-thinkpad-x1-carbon-gen-8-5.jpg,https://fptshop.com.vn/Uploads/images/2015/Tin-Tuc/QuanLNH2/lenovo-laptop-thinkpad-x1-carbon-gen-8-6.jpg,Bộ sạc + hướng dẫn sử dụng,20,3,Lithium 4 cells
ideapad 320-15isk-4gb-128gb ssd,ideapad 320-15isk-4gb-128gb ssd,Laptop,simple,base,Yes,Laptop/Lenovo,Lenovo,"Catalog, Search",IdeaPad 320-15ISK,Một sản phẩm phù hợp với các bạn sinh viên.,Notebook,15.6,1366x768,Intel Core i3 6006U 2GHz,4GB,128GB SSD,Intel HD Graphics 520,No OS,2.2kg,10251078,https://fptshop.com.vn/Uploads/images/2015/Tin-Tuc/QuanLNH2/lenovo-laptop-thinkpad-x1-carbon-gen-8-7.jpg,https://fptshop.com.vn/Uploads/images/2015/Tin-Tuc/QuanLNH2/lenovo-laptop-thinkpad-x1-carbon-gen-8-7.jpg,https://fptshop.com.vn/Uploads/images/2015/Tin-Tuc/QuanLNH2/lenovo-laptop-thinkpad-x1-carbon-gen-8-7.jpg,https://fptshop.com.vn/Uploads/images/2015/Tin-Tuc/QuanLNH2/lenovo-laptop-thinkpad-x1-carbon-gen-8-8.jpg,Bộ sạc + hướng dẫn sử dụng,20,3,Lithium 4 cells
yoga book-4gb-64gb flash storage,yoga book-4gb-64gb flash storage,Laptop,simple,base,Yes,Laptop/Lenovo,Lenovo,"Catalog, Search",Yoga Book,Một sản phẩm phù hợp với các bạn sinh viên.,2 in 1 Convertible,10.1,IPS Panel Touchscreen 1920x1200,Intel Atom x5-Z8550 1.44GHz,4GB,64GB Flash Storage,Intel HD Graphics 400,Android,0.69kg,8862043,https://fptshop.com.vn/Uploads/images/2015/Tin-Tuc/QuanLNH2/lenovo-laptop-thinkpad-x1-carbon-gen-8-9.jpg,https://fptshop.com.vn/Uploads/images/2015/Tin-Tuc/QuanLNH2/lenovo-laptop-thinkpad-x1-carbon-gen-8-9.jpg,https://fptshop.com.vn/Uploads/images/2015/Tin-Tuc/QuanLNH2/lenovo-laptop-thinkpad-x1-carbon-gen-8-9.jpg,https://fptshop.com.vn/Uploads/images/2015/Tin-Tuc/QuanLNH2/lenovo-laptop-thinkpad-x1-carbon-gen-8-10.jpg,Bộ sạc + hướng dẫn sử dụng,20,3,Lithium 4 cells
ideapad 520s-14ikb-8gb-256gb ssd,ideapad 520s-14ikb-8gb-256gb ssd,Laptop,simple,base,Yes,Laptop/Lenovo,Lenovo,"Catalog, Search",IdeaPad 520S-14IKB,Một sản phẩm phù hợp với các bạn sinh viên.,Notebook,14,IPS Panel Full HD 1920x1080,Intel Core i3 7130U 2.7GHz,8GB,256GB SSD,Intel HD Graphics 620,No OS,1.7kg,16640639,https://fptshop.com.vn/Uploads/images/2015/Tin-Tuc/QuanLNH2/lenovo-laptop-thinkpad-x1-carbon-gen-8-11.jpg,https://fptshop.com.vn/Uploads/images/2015/Tin-Tuc/QuanLNH2/lenovo-laptop-thinkpad-x1-carbon-gen-8-11.jpg,https://fptshop.com.vn/Uploads/images/2015/Tin-Tuc/QuanLNH2/lenovo-laptop-thinkpad-x1-carbon-gen-8-11.jpg,https://fptshop.com.vn/Uploads/images/2015/Tin-Tuc/QuanLNH2/lenovo-laptop-thinkpad-x1-carbon-gen-8-12.jpg,Bộ sạc + hướng dẫn sử dụng,20,3,Lithium 4 cells
v310-15isk (i5-7200u/4gb/1tb/fhd/w10)-4gb-1tb hdd,v310-15isk (i5-7200u/4gb/1tb/fhd/w10)-4gb-1tb hdd,Laptop,simple,base,Yes,Laptop/Lenovo,Lenovo,"Catalog, Search",V310-15ISK (i5-7200U/4GB/1TB/FHD/W10),Một sản phẩm phù hợp với các bạn sinh viên.,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4GB,1TB HDD,Intel HD Graphics 620,Windows 10,1.9kg,15251604,https://fptshop.com.vn/Uploads/images/2015/Tin-Tuc/QuanLNH2/lenovo-laptop-thinkpad-x1-carbon-gen-8-13.jpg,https://fptshop.com.vn/Uploads/images/2015/Tin-Tuc/QuanLNH2/lenovo-laptop-thinkpad-x1-carbon-gen-8-13.jpg,https://fptshop.com.vn/Uploads/images/2015/Tin-Tuc/QuanLNH2/lenovo-laptop-thinkpad-x1-carbon-gen-8-13.jpg,https://fptshop.com.vn/Uploads/images/2015/Tin-Tuc/QuanLNH2/lenovo-laptop-thinkpad-x1-carbon-gen-8-14.jpg,Bộ sạc + hướng dẫn sử dụng,20,3,Lithium 4 cells
ideapad 320-15ikbn-8gb-2tb hdd,ideapad 320-15ikbn-8gb-2tb hdd,Laptop,simple,base,Yes,Laptop/Lenovo,Lenovo,"Catalog, Search",IdeaPad 320-15IKBN,Một sản phẩm phù hợp với các bạn sinh viên.,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,2TB HDD,Intel HD Graphics 620,No OS,2.2kg,14418183,https://fptshop.com.vn/Uploads/images/2015/Tin-Tuc/QuanLNH2/lenovo-laptop-thinkpad-x1-carbon-gen-8-15.jpg,https://fptshop.com.vn/Uploads/images/2015/Tin-Tuc/QuanLNH2/lenovo-laptop-thinkpad-x1-carbon-gen-8-15.jpg,https://fptshop.com.vn/Uploads/images/2015/Tin-Tuc/QuanLNH2/lenovo-laptop-thinkpad-x1-carbon-gen-8-15.jpg,https://fptshop.com.vn/Uploads/images/2015/Tin-Tuc/QuanLNH2/lenovo-laptop-thinkpad-x1-carbon-gen-8-16.jpg,Bộ sạc + hướng dẫn sử dụng,20,3,Lithium 4 cells
ideapad 320-15ast-4gb-128gb ssd,ideapad 320-15ast-4gb-128gb ssd,Laptop,simple,base,Yes,Laptop/Lenovo,Lenovo,"Catalog, Search",IdeaPad 320-15AST,Một sản phẩm phù hợp với các bạn sinh viên.,Notebook,15.6,Full HD 1920x1080,AMD A6-Series 9220 2.5GHz,4GB,128GB SSD,AMD R4 Graphics,Windows 10,2.2kg,11084499,https://fptshop.com.vn/Uploads/images/2015/Tin-Tuc/QuanLNH2/lenovo-laptop-thinkpad-x1-carbon-gen-8-17.jpg,https://fptshop.com.vn/Uploads/images/2015/Tin-Tuc/QuanLNH2/lenovo-laptop-thinkpad-x1-carbon-gen-8-17.jpg,https://fptshop.com.vn/Uploads/images/2015/Tin-Tuc/QuanLNH2/lenovo-laptop-thinkpad-x1-carbon-gen-8-17.jpg,https://fptshop.com.vn/Uploads/images/2015/Tin-Tuc/QuanLNH2/lenovo-laptop-thinkpad-x1-carbon-gen-8-18.jpg,Bộ sạc + hướng dẫn sử dụng,20,3,Lithium 4 cells
ideapad 310-15isk-4gb-1tb hdd,ideapad 310-15isk-4gb-1tb hdd,Laptop,simple,base,Yes,Laptop/Lenovo,Lenovo,"Catalog, Search",Ideapad 310-15ISK,Một sản phẩm phù hợp với các bạn sinh viên.,Notebook,15.6,Full HD 1920x1080,Intel Core i3 6006U 2GHz,4GB,1TB HDD,Intel HD Graphics 520,Windows 10,1.85kg,11526212,https://fptshop.com.vn/Uploads/images/2015/Tin-Tuc/QuanLNH2/lenovo-laptop-thinkpad-x1-carbon-gen-8-19.jpg,https://fptshop.com.vn/Uploads/images/2015/Tin-Tuc/QuanLNH2/lenovo-laptop-thinkpad-x1-carbon-gen-8-19.jpg,https://fptshop.com.vn/Uploads/images/2015/Tin-Tuc/QuanLNH2/lenovo-laptop-thinkpad-x1-carbon-gen-8-19.jpg,https://fptshop.com.vn/Uploads/images/2015/Tin-Tuc/QuanLNH2/lenovo-laptop-thinkpad-x1-carbon-gen-8-20.jpg,Bộ sạc + hướng dẫn sử dụng,20,3,Lithium 4 cells
gs73vr 7rg-16gb-256gb ssd +  2tb hdd,gs73vr 7rg-16gb-256gb ssd +  2tb hdd,Laptop,simple,base,Yes,Laptop/MSI,MSI,"Catalog, Search",GS73VR 7RG,Một sản phẩm phù hợp với các bạn sinh viên.,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,256GB SSD +  2TB HDD,Nvidia GeForce GTX 1070,Windows 10,2.43kg,68034934,https://fptshop.com.vn/Uploads/images/2015/Tin-Tuc/QuanLNH2/msi-leopard-gl65-1.jpg,https://fptshop.com.vn/Uploads/images/2015/Tin-Tuc/QuanLNH2/msi-leopard-gl65-1.jpg,https://fptshop.com.vn/Uploads/images/2015/Tin-Tuc/QuanLNH2/msi-leopard-gl65-1.jpg,https://fptshop.com.vn/Uploads/images/2015/Tin-Tuc/QuanLNH2/msi-leopard-gl65-2.jpg,Bộ sạc + hướng dẫn sử dụng,20,3,Lithium 4 cells
gl72m 7rdx-8gb-128gb ssd +  1tb hdd,gl72m 7rdx-8gb-128gb ssd +  1tb hdd,Laptop,simple,base,Yes,Laptop/MSI,MSI,"Catalog, Search",GL72M 7RDX,Một sản phẩm phù hợp với các bạn sinh viên.,Gaming,17.3,Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,Windows 10,2.7kg,30419867,https://fptshop.com.vn/Uploads/images/2015/Tin-Tuc/QuanLNH2/msi-leopard-gl65-3.jpg,https://fptshop.com.vn/Uploads/images/2015/Tin-Tuc/QuanLNH2/msi-leopard-gl65-3.jpg,https://fptshop.com.vn/Uploads/images/2015/Tin-Tuc/QuanLNH2/msi-leopard-gl65-3.jpg,https://fptshop.com.vn/Uploads/images/2015/Tin-Tuc/QuanLNH2/msi-leopard-gl65-4.jpg,Bộ sạc + hướng dẫn sử dụng,20,3,Lithium 4 cells
gp62m 7rex-16gb-256gb ssd +  1tb hdd,gp62m 7rex-16gb-256gb ssd +  1tb hdd,Laptop,simple,base,Yes,Laptop/MSI,MSI,"Catalog, Search",GP62M 7REX,Một sản phẩm phù hợp với các bạn sinh viên.,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1050 Ti,Windows 10,2.2kg,36087129,https://fptshop.com.vn/Uploads/images/2015/Tin-Tuc/QuanLNH2/msi-leopard-gl65-5.jpg,https://fptshop.com.vn/Uploads/images/2015/Tin-Tuc/QuanLNH2/msi-leopard-gl65-5.jpg,https://fptshop.com.vn/Uploads/images/2015/Tin-Tuc/QuanLNH2/msi-leopard-gl65-5.jpg,https://fptshop.com.vn/Uploads/images/2015/Tin-Tuc/QuanLNH2/msi-leopard-gl65-6.jpg,Bộ sạc + hướng dẫn sử dụng,20,3,Lithium 4 cells
gs63vr 7rg-16gb-256gb ssd +  2tb hdd,gs63vr 7rg-16gb-256gb ssd +  2tb hdd,Laptop,simple,base,Yes,Laptop/MSI,MSI,"Catalog, Search",GS63VR 7RG,Một sản phẩm phù hợp với các bạn sinh viên.,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,256GB SSD +  2TB HDD,Nvidia GeForce GTX 1070,Windows 10,1.8kg,62270439,https://fptshop.com.vn/Uploads/images/2015/Tin-Tuc/QuanLNH2/msi-leopard-gl65-7.jpg,https://fptshop.com.vn/Uploads/images/2015/Tin-Tuc/QuanLNH2/msi-leopard-gl65-7.jpg,https://fptshop.com.vn/Uploads/images/2015/Tin-Tuc/QuanLNH2/msi-leopard-gl65-7.jpg,https://fptshop.com.vn/Uploads/images/2015/Tin-Tuc/QuanLNH2/msi-leopard-gl65-8.jpg,Bộ sạc + hướng dẫn sử dụng,20,3,Lithium 4 cells
ge72mvr 7rg-16gb-256gb ssd +  1tb hdd,ge72mvr 7rg-16gb-256gb ssd +  1tb hdd,Laptop,simple,base,Yes,Laptop/MSI,MSI,"Catalog, Search",GE72MVR 7RG,Một sản phẩm phù hợp với các bạn sinh viên.,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1070,Windows 10,2.9kg,56367040,https://fptshop.com.vn/Uploads/images/2015/Tin-Tuc/QuanLNH2/msi-leopard-gl65-9.jpg,https://fptshop.com.vn/Uploads/images/2015/Tin-Tuc/QuanLNH2/msi-leopard-gl65-9.jpg,https://fptshop.com.vn/Uploads/images/2015/Tin-Tuc/QuanLNH2/msi-leopard-gl65-9.jpg,https://fptshop.com.vn/Uploads/images/2015/Tin-Tuc/QuanLNH2/msi-leopard-gl65-10.jpg,Bộ sạc + hướng dẫn sử dụng,20,3,Lithium 4 cells
ge73vr 7re-16gb-256gb ssd +  1tb hdd,ge73vr 7re-16gb-256gb ssd +  1tb hdd,Laptop,simple,base,Yes,Laptop/MSI,MSI,"Catalog, Search",GE73VR 7RE,Một sản phẩm phù hợp với các bạn sinh viên.,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Windows 10,2.8kg,52505523,https://fptshop.com.vn/Uploads/images/2015/Tin-Tuc/QuanLNH2/msi-bravo-15-fpt-1.jpg,https://fptshop.com.vn/Uploads/images/2015/Tin-Tuc/QuanLNH2/msi-bravo-15-fpt-1.jpg,https://fptshop.com.vn/Uploads/images/2015/Tin-Tuc/QuanLNH2/msi-bravo-15-fpt-1.jpg,https://fptshop.com.vn/Uploads/images/2015/Tin-Tuc/QuanLNH2/msi-bravo-15-fpt-2.jpg,Bộ sạc + hướng dẫn sử dụng,20,3,Lithium 4 cells
ge63vr 7re-16gb-256gb ssd +  1tb hdd,ge63vr 7re-16gb-256gb ssd +  1tb hdd,Laptop,simple,base,Yes,Laptop/MSI,MSI,"Catalog, Search",GE63VR 7RE,Một sản phẩm phù hợp với các bạn sinh viên.,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Windows 10,2.4kg,49977479,https://fptshop.com.vn/Uploads/images/2015/Tin-Tuc/QuanLNH2/msi-bravo-15-fpt-3.jpg,https://fptshop.com.vn/Uploads/images/2015/Tin-Tuc/QuanLNH2/msi-bravo-15-fpt-3.jpg,https://fptshop.com.vn/Uploads/images/2015/Tin-Tuc/QuanLNH2/msi-bravo-15-fpt-3.jpg,https://fptshop.com.vn/Uploads/images/2015/Tin-Tuc/QuanLNH2/msi-bravo-15-fpt-4.jpg,Bộ sạc + hướng dẫn sử dụng,20,3,Lithium 4 cells
gt80s 6qf-074us-32gb-512gb ssd +  1tb hdd,gt80s 6qf-074us-32gb-512gb ssd +  1tb hdd,Laptop,simple,base,Yes,Laptop/MSI,MSI,"Catalog, Search",GT80S 6QF-074US,Một sản phẩm phù hợp với các bạn sinh viên.,Gaming,18.4,Full HD 1920x1080,Intel Core i7 6920HQ 2.9GHz,32GB,512GB SSD +  1TB HDD,Nvidia GTX 980 SLI,Windows 10,4.4kg,77758179,https://fptshop.com.vn/Uploads/images/2015/Tin-Tuc/QuanLNH2/msi-bravo-15-fpt-5.jpg,https://fptshop.com.vn/Uploads/images/2015/Tin-Tuc/QuanLNH2/msi-bravo-15-fpt-5.jpg,https://fptshop.com.vn/Uploads/images/2015/Tin-Tuc/QuanLNH2/msi-bravo-15-fpt-5.jpg,https://fptshop.com.vn/Uploads/images/2015/Tin-Tuc/QuanLNH2/msi-bravo-15-fpt-6.jpg,Bộ sạc + hướng dẫn sử dụng,20,3,Lithium 4 cells
gt73evr 7re-16gb-512gb ssd +  1tb hdd,gt73evr 7re-16gb-512gb ssd +  1tb hdd,Laptop,simple,base,Yes,Laptop/MSI,MSI,"Catalog, Search",GT73EVR 7RE,Một sản phẩm phù hợp với các bạn sinh viên.,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,512GB SSD +  1TB HDD,Nvidia GeForce GTX 1070,Windows 10,4.14kg,69423969,https://fptshop.com.vn/Uploads/images/2015/Tin-Tuc/QuanLNH2/msi-bravo-15-fpt-7.jpg,https://fptshop.com.vn/Uploads/images/2015/Tin-Tuc/QuanLNH2/msi-bravo-15-fpt-7.jpg,https://fptshop.com.vn/Uploads/images/2015/Tin-Tuc/QuanLNH2/msi-bravo-15-fpt-7.jpg,https://fptshop.com.vn/Uploads/images/2015/Tin-Tuc/QuanLNH2/msi-bravo-15-fpt-8.jpg,Bộ sạc + hướng dẫn sử dụng,20,3,Lithium 4 cells
ge63vr 7rf-16gb-256gb ssd +  1tb hdd,ge63vr 7rf-16gb-256gb ssd +  1tb hdd,Laptop,simple,base,Yes,Laptop/MSI,MSI,"Catalog, Search",GE63VR 7RF,Một sản phẩm phù hợp với các bạn sinh viên.,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1070,Windows 10,2.8kg,58311689,https://fptshop.com.vn/Uploads/images/2015/Tin-Tuc/QuanLNH2/msi-bravo-15-fpt-9.jpg,https://fptshop.com.vn/Uploads/images/2015/Tin-Tuc/QuanLNH2/msi-bravo-15-fpt-9.jpg,https://fptshop.com.vn/Uploads/images/2015/Tin-Tuc/QuanLNH2/msi-bravo-15-fpt-9.jpg,https://fptshop.com.vn/Uploads/images/2015/Tin-Tuc/QuanLNH2/msi-bravo-15-fpt-10.jpg,Bộ sạc + hướng dẫn sử dụng,20,3,Lithium 4 cells
chromebook 3-4gb-16gb flash storage,chromebook 3-4gb-16gb flash storage,Laptop,simple,base,Yes,Laptop/Samsung,Samsung,"Catalog, Search",Chromebook 3,Một sản phẩm phù hợp với các bạn sinh viên.,Netbook,11.6,1366x768,Intel Celeron Dual Core N3060 1.6GHz,4GB,16GB Flash Storage,Intel HD Graphics 400,Chrome OS,1.15kg,7473008,"https://images-na.ssl-images-amazon.com/images/I/614FX0jg1jL._SR400,400_.jpg","https://images-na.ssl-images-amazon.com/images/I/614FX0jg1jL._SR400,400_.jpg","https://images-na.ssl-images-amazon.com/images/I/614FX0jg1jL._SR400,400_.jpg",https://images-na.ssl-images-amazon.com/images/I/61YxENglXFL.jpg,Bộ sạc + hướng dẫn sử dụng,20,3,Lithium 4 cells
notebook odyssey-16gb-128gb ssd +  1tb hdd,notebook odyssey-16gb-128gb ssd +  1tb hdd,Laptop,simple,base,Yes,Laptop/Samsung,Samsung,"Catalog, Search",Notebook Odyssey,Một sản phẩm phù hợp với các bạn sinh viên.,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,Windows 10,2.5kg,47199409,https://images-na.ssl-images-amazon.com/images/I/51q3XjrareL.jpg,https://images-na.ssl-images-amazon.com/images/I/51q3XjrareL.jpg,https://images-na.ssl-images-amazon.com/images/I/51q3XjrareL.jpg,https://images-na.ssl-images-amazon.com/images/I/61He1MuJv5L.jpg,Bộ sạc + hướng dẫn sử dụng,20,3,Lithium 4 cells
notebook 9-16gb-256gb ssd,notebook 9-16gb-256gb ssd,Laptop,simple,base,Yes,Laptop/Samsung,Samsung,"Catalog, Search",Notebook 9,Một sản phẩm phù hợp với các bạn sinh viên.,Ultrabook,13.3,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,16GB,256GB SSD,Intel HD Graphics 620,Windows 10,0.81kg,45810374,https://images-na.ssl-images-amazon.com/images/I/51MUB0EBEQL.jpg,https://images-na.ssl-images-amazon.com/images/I/51MUB0EBEQL.jpg,https://images-na.ssl-images-amazon.com/images/I/51MUB0EBEQL.jpg,"https://images-na.ssl-images-amazon.com/images/I/61He1MuJv5L._SR400,400_.jpg",Bộ sạc + hướng dẫn sử dụng,20,3,Lithium 4 cells
notebook 9-8gb-256gb ssd,notebook 9-8gb-256gb ssd,Laptop,simple,base,Yes,Laptop/Samsung,Samsung,"Catalog, Search",Notebook 9,Một sản phẩm phù hợp với các bạn sinh viên.,Ultrabook,13.3,Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD,Intel HD Graphics 620,Windows 10,1.31kg,44421339,https://images-na.ssl-images-amazon.com/images/I/51xZBupOZML.jpg,https://images-na.ssl-images-amazon.com/images/I/51xZBupOZML.jpg,https://images-na.ssl-images-amazon.com/images/I/51xZBupOZML.jpg,https://images-na.ssl-images-amazon.com/images/I/614FX0jg1jL.jpg,Bộ sạc + hướng dẫn sử dụng,20,3,Lithium 4 cells
notebook 9-16gb-256gb ssd,notebook 9-16gb-256gb ssd,Laptop,simple,base,Yes,Laptop/Samsung,Samsung,"Catalog, Search",Notebook 9,Một sản phẩm phù hợp với các bạn sinh viên.,2 in 1 Convertible,15,Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,16GB,256GB SSD,AMD Radeon 540,Windows 10,1.71kg,49977479,https://images-na.ssl-images-amazon.com/images/I/61He1MuJv5L.jpg,https://images-na.ssl-images-amazon.com/images/I/61He1MuJv5L.jpg,https://images-na.ssl-images-amazon.com/images/I/61He1MuJv5L.jpg,"https://images-na.ssl-images-amazon.com/images/I/614FX0jg1jL._SR400,400_.jpg",Bộ sạc + hướng dẫn sử dụng,20,3,Lithium 4 cells
notebook 9-8gb-256gb ssd,notebook 9-8gb-256gb ssd,Laptop,simple,base,Yes,Laptop/Samsung,Samsung,"Catalog, Search",Notebook 9,Một sản phẩm phù hợp với các bạn sinh viên.,Ultrabook,13.3,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 620,Windows 10,0.81kg,41643269,https://images-na.ssl-images-amazon.com/images/I/61YxENglXFL.jpg,https://images-na.ssl-images-amazon.com/images/I/61YxENglXFL.jpg,https://images-na.ssl-images-amazon.com/images/I/61YxENglXFL.jpg,https://images-na.ssl-images-amazon.com/images/I/51xZBupOZML.jpg,Bộ sạc + hướng dẫn sử dụng,20,3,Lithium 4 cells
notebook 9-16gb-256gb ssd,notebook 9-16gb-256gb ssd,Laptop,simple,base,Yes,Laptop/Samsung,Samsung,"Catalog, Search",Notebook 9,Một sản phẩm phù hợp với các bạn sinh viên.,Ultrabook,15,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,16GB,256GB SSD,Nvidia GeForce 940MX,Windows 10,1.23kg,51366514,https://images-na.ssl-images-amazon.com/images/I/614FX0jg1jL.jpg,https://images-na.ssl-images-amazon.com/images/I/614FX0jg1jL.jpg,https://images-na.ssl-images-amazon.com/images/I/614FX0jg1jL.jpg,"https://images-na.ssl-images-amazon.com/images/I/51xZBupOZML._SR400,400_.jpg",Bộ sạc + hướng dẫn sử dụng,20,3,Lithium 4 cells
notebook 9-8gb-256gb ssd,notebook 9-8gb-256gb ssd,Laptop,simple,base,Yes,Laptop/Samsung,Samsung,"Catalog, Search",Notebook 9,Một sản phẩm phù hợp với các bạn sinh viên.,Ultrabook,15,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD,Intel HD Graphics 620,Windows 10,1.17kg,47199409,"https://images-na.ssl-images-amazon.com/images/I/51MUB0EBEQL._SR400,400_.jpg","https://images-na.ssl-images-amazon.com/images/I/51MUB0EBEQL._SR400,400_.jpg","https://images-na.ssl-images-amazon.com/images/I/51MUB0EBEQL._SR400,400_.jpg",https://images-na.ssl-images-amazon.com/images/I/51q3XjrareL.jpg,Bộ sạc + hướng dẫn sử dụng,20,3,Lithium 4 cells
chromebook plus-4gb-32gb flash storage,chromebook plus-4gb-32gb flash storage,Laptop,simple,base,Yes,Laptop/Samsung,Samsung,"Catalog, Search",Chromebook Plus,Một sản phẩm phù hợp với các bạn sinh viên.,2 in 1 Convertible,12.3,IPS Panel Touchscreen 2400x1600,Samsung Cortex A72&A53 2.0GHz,4GB,32GB Flash Storage,ARM Mali T860 MP4,Chrome OS,1.15kg,18307481,"https://images-na.ssl-images-amazon.com/images/I/51xZBupOZML._SR400,400_.jpg","https://images-na.ssl-images-amazon.com/images/I/51xZBupOZML._SR400,400_.jpg","https://images-na.ssl-images-amazon.com/images/I/51xZBupOZML._SR400,400_.jpg",https://images-na.ssl-images-amazon.com/images/I/51MUB0EBEQL.jpg,Bộ sạc + hướng dẫn sử dụng,20,3,Lithium 4 cells
chromebook plus-4gb-32gb flash storage,chromebook plus-4gb-32gb flash storage,Laptop,simple,base,Yes,Laptop/Samsung,Samsung,"Catalog, Search",Chromebook Plus,Một sản phẩm phù hợp với các bạn sinh viên.,2 in 1 Convertible,12.3,IPS Panel Touchscreen 2400x1600,Samsung Cortex A72&A53 2.0GHz,4GB,32GB Flash Storage,ARM Mali T860 MP4,Chrome OS,1.15kg,21085551,"https://images-na.ssl-images-amazon.com/images/I/61He1MuJv5L._SR400,400_.jpg","https://images-na.ssl-images-amazon.com/images/I/61He1MuJv5L._SR400,400_.jpg","https://images-na.ssl-images-amazon.com/images/I/61He1MuJv5L._SR400,400_.jpg","https://images-na.ssl-images-amazon.com/images/I/51MUB0EBEQL._SR400,400_.jpg",Bộ sạc + hướng dẫn sử dụng,20,3,Lithium 4 cells
satellite pro-4gb-500gb hdd,satellite pro-4gb-500gb hdd,Laptop,simple,base,Yes,Laptop/Toshiba,Toshiba,"Catalog, Search",Satellite Pro,Một sản phẩm phù hợp với các bạn sinh viên.,Notebook,15.6,1366x768,Intel Core i5 6200U 2.3GHz,4GB,500GB HDD,Intel HD Graphics 520,Windows 10,2.1kg,16723981,https://images-na.ssl-images-amazon.com/images/I/61XVCN5ZuJL.jpg,https://images-na.ssl-images-amazon.com/images/I/61XVCN5ZuJL.jpg,https://images-na.ssl-images-amazon.com/images/I/61XVCN5ZuJL.jpg,https://images-na.ssl-images-amazon.com/images/I/71x-gc10lVL.jpg,Bộ sạc + hướng dẫn sử dụng,20,3,Lithium 4 cells
satellite pro-4gb-500gb hdd,satellite pro-4gb-500gb hdd,Laptop,simple,base,Yes,Laptop/Toshiba,Toshiba,"Catalog, Search",Satellite Pro,Một sản phẩm phù hợp với các bạn sinh viên.,Notebook,15.6,1366x768,Intel Core i3 6006U 2.2GHz,4GB,500GB HDD,Intel HD Graphics 520,Windows 10,2.1kg,12417973,https://images-na.ssl-images-amazon.com/images/I/616T0aXZytL.jpg,https://images-na.ssl-images-amazon.com/images/I/616T0aXZytL.jpg,https://images-na.ssl-images-amazon.com/images/I/616T0aXZytL.jpg,https://images-na.ssl-images-amazon.com/images/I/71G72FtLibL.jpg,Bộ sạc + hướng dẫn sử dụng,20,3,Lithium 4 cells
